feature,drift_score
age,0.00022197114843593263
annual_premium,0.00019279121271360714
premium_per_vintage_day,0.00018164739464988154
region_code,0.00016545172213781255
policy_sales_channel,0.00016209015786145531
vintage,7.766647455549695e-05
age_x_damage,7.743060722802239e-05
